Entry	Entry name	Status	Gene names	EnsemblPlants transcript	Cross-reference (STRING)
A0A3Q7GTF9	A0A3Q7GTF9_SOLLC	unreviewed		Solyc06g011630.1.1;	
A0A3Q7FC62	A0A3Q7FC62_SOLLC	unreviewed		Solyc02g091120.3.1;	
A0A3Q7EWG5	A0A3Q7EWG5_SOLLC	unreviewed		Solyc02g030468.1.1;	
A0A3Q7G4M4	A0A3Q7G4M4_SOLLC	unreviewed		Solyc04g051065.1.1;	
A0A3Q7GXM5	A0A3Q7GXM5_SOLLC	unreviewed		Solyc04g055207.1.1;	
A0A3Q7H543	A0A3Q7H543_SOLLC	unreviewed		Solyc06g083110.2.1;	
A0A3Q7J5X5	A0A3Q7J5X5_SOLLC	unreviewed		Solyc12g019540.2.1;	
A0A3Q7GY38	A0A3Q7GY38_SOLLC	unreviewed		Solyc06g062887.1.1;	
A0A3Q7IA01	A0A3Q7IA01_SOLLC	unreviewed	104649487	Solyc10g006370.3.1;	
A0A3Q7E907	A0A3Q7E907_SOLLC	unreviewed	101267636	Solyc01g008360.3.1;	
A0A3Q7H651	A0A3Q7H651_SOLLC	unreviewed		Solyc07g020780.1.1;	
A0A3Q7HS61	A0A3Q7HS61_SOLLC	unreviewed	101261439	Solyc08g077240.3.1;	
A0A3Q7ILD8	A0A3Q7ILD8_SOLLC	unreviewed		Solyc10g081540.2.1;	
A0A3Q7HEA8	A0A3Q7HEA8_SOLLC	unreviewed		Solyc07g051960.2.1;	
A0A3Q7GZC9	A0A3Q7GZC9_SOLLC	unreviewed		Solyc06g066230.3.1;	
A0A3Q7I551	A0A3Q7I551_SOLLC	unreviewed		Solyc09g061897.1.1;	
A0A494G8C9	A0A494G8C9_SOLLC	unreviewed		Solyc00g006510.1.1;	
A0A3Q7G5C1	A0A3Q7G5C1_SOLLC	unreviewed	101252770	Solyc04g056590.3.1;	
A0A3Q7GBI4	A0A3Q7GBI4_SOLLC	unreviewed		Solyc04g080720.3.1;	
A0A3Q7J2P8	A0A3Q7J2P8_SOLLC	unreviewed		Solyc12g007100.2.1;	
A0A3Q7ELB3	A0A3Q7ELB3_SOLLC	unreviewed		Solyc01g094860.3.1;	
A0A3Q7J1Q8	A0A3Q7J1Q8_SOLLC	unreviewed		Solyc09g075650.3.1;	
A0A3Q7I9F1	A0A3Q7I9F1_SOLLC	unreviewed	101260380	Solyc10g005120.2.1;	
A0A3Q7FS42	A0A3Q7FS42_SOLLC	unreviewed	101263398	Solyc03g112440.1.1;	
A0A3Q7IDD4	A0A3Q7IDD4_SOLLC	unreviewed		Solyc10g012150.1.1;	
A0A3Q7H9L8	A0A3Q7H9L8_SOLLC	unreviewed		Solyc07g021340.3.1;	
A0A3Q7HLY1	A0A3Q7HLY1_SOLLC	unreviewed	101259864	Solyc08g015660.3.1;	
A0A3Q7G2A6	A0A3Q7G2A6_SOLLC	unreviewed		Solyc04g016480.3.1;	
A0A3Q7I1H9	A0A3Q7I1H9_SOLLC	unreviewed		Solyc07g009090.3.1;	
A0A3Q7HPN3	A0A3Q7HPN3_SOLLC	unreviewed		Solyc08g061985.1.1;	
A0A3Q7F037	A0A3Q7F037_SOLLC	unreviewed		Solyc02g067470.3.1;	
A0A3Q7GTP8	A0A3Q7GTP8_SOLLC	unreviewed	101265552	Solyc06g060090.3.1;	
A0A3Q7JV56	A0A3Q7JV56_SOLLC	unreviewed		Solyc12g036745.1.1;	
A0A3Q7IY43	A0A3Q7IY43_SOLLC	unreviewed		Solyc11g065400.2.1;	
A0A3Q7IFZ7	A0A3Q7IFZ7_SOLLC	unreviewed		Solyc08g014535.1.1;	
A0A3Q7JCI1	A0A3Q7JCI1_SOLLC	unreviewed	101253875	Solyc12g088220.2.1;	
A0A3Q7EIQ6	A0A3Q7EIQ6_SOLLC	unreviewed		Solyc01g086730.3.1;	
A0A3Q7H2X0	A0A3Q7H2X0_SOLLC	unreviewed	101259552	Solyc06g084220.1.1;	
A0A3Q7JJH7	A0A3Q7JJH7_SOLLC	unreviewed	101252648	Solyc11g012100.2.1;	
A0A3Q7H312	A0A3Q7H312_SOLLC	unreviewed		Solyc06g073990.2.1;	
A0A3Q7EII6	A0A3Q7EII6_SOLLC	unreviewed	101259783	Solyc01g081390.3.1;	
A0A3Q7HS34	A0A3Q7HS34_SOLLC	unreviewed		Solyc08g078250.3.1;	
A0A3Q7G067	A0A3Q7G067_SOLLC	unreviewed	101256176	Solyc04g040180.3.1;	
A0A3Q7ELK6	A0A3Q7ELK6_SOLLC	unreviewed	101244417	Solyc01g094010.3.1;	
A0A3Q7JJL3	A0A3Q7JJL3_SOLLC	unreviewed		Solyc11g012200.2.1;	
A0A3Q7GFS6	A0A3Q7GFS6_SOLLC	unreviewed		Solyc05g024400.1.1;	
A0A2H4N0N6	A0A2H4N0N6_SOLLC	unreviewed	rps14		
A0A3Q7FU92	A0A3Q7FU92_SOLLC	unreviewed		Solyc03g116150.3.1;	
A0A494G9V4	A0A494G9V4_SOLLC	unreviewed		Solyc00g117450.2.1;	
A0A3Q7GJZ6	A0A3Q7GJZ6_SOLLC	unreviewed	109120294	Solyc05g039960.1.1;	
A0A3Q7HI51	A0A3Q7HI51_SOLLC	unreviewed		Solyc08g008083.1.1;	
A0A1C9A1F8	A0A1C9A1F8_SOLLC	unreviewed	MLO		
A0A3Q7JAV6	A0A3Q7JAV6_SOLLC	unreviewed	101245739	Solyc12g056030.2.1;	
A0A3Q7I743	A0A3Q7I743_SOLLC	unreviewed	101264370	Solyc09g075480.3.1;	
A0A3Q7H5S2	A0A3Q7H5S2_SOLLC	unreviewed		Solyc07g016065.1.1;	
A0A3Q7ILV0	A0A3Q7ILV0_SOLLC	unreviewed		Solyc10g081060.2.1;	
A0A3Q7INE0	A0A3Q7INE0_SOLLC	unreviewed	101249226	Solyc10g085950.2.1;	
A0A3Q7EDE9	A0A3Q7EDE9_SOLLC	unreviewed		Solyc01g044420.3.1;	
A0A3Q7FJX8	A0A3Q7FJX8_SOLLC	unreviewed		Solyc03g079865.1.1;	
A0A3Q7IIT0	A0A3Q7IIT0_SOLLC	unreviewed	101268811	Solyc10g055700.2.1;	
A0A3Q7H1W4	A0A3Q7H1W4_SOLLC	unreviewed		Solyc06g082180.2.1;	
A0A3Q7HXH2	A0A3Q7HXH2_SOLLC	unreviewed	101255128	Solyc09g005230.3.1;	
A0A3Q7ISX9	A0A3Q7ISX9_SOLLC	unreviewed		Solyc11g013790.2.1;	
A0A3Q7HVC9	A0A3Q7HVC9_SOLLC	unreviewed	543560	Solyc08g083210.3.1;	
A0A3Q7EJZ7	A0A3Q7EJZ7_SOLLC	unreviewed	101244416	Solyc01g090890.3.1;	
A0A3Q7J086	A0A3Q7J086_SOLLC	unreviewed	101254662	Solyc11g069280.2.1;	
G4XMX4	G4XMX4_SOLLC	unreviewed	CIPK14		
A0A3Q7J483	A0A3Q7J483_SOLLC	unreviewed		Solyc12g010020.2.1;	
V5JFA1	V5JFA1_SOLLC	unreviewed	DCL1		
A0A3Q7FK44	A0A3Q7FK44_SOLLC	unreviewed	101257447	Solyc03g082450.3.1;	
A0A494GA39	A0A494GA39_SOLLC	unreviewed		Solyc00g184357.1.1;	
A0A3Q7J6U6	A0A3Q7J6U6_SOLLC	unreviewed		Solyc12g019095.1.1;	
E6Y5Q3	E6Y5Q3_SOLLC	unreviewed			
A0A3Q7IS51	A0A3Q7IS51_SOLLC	unreviewed		Solyc11g010740.2.1;	
A0A3Q7GM78	A0A3Q7GM78_SOLLC	unreviewed	101246905	Solyc03g123570.3.1;	
Q8VX25	Q8VX25_SOLLC	unreviewed	ext1		
A0A3Q7FKL2	A0A3Q7FKL2_SOLLC	unreviewed		Solyc03g083190.2.1;	
A0A3Q7F8N8	A0A3Q7F8N8_SOLLC	unreviewed		Solyc02g083285.1.1;	
Q7M2E9	Q7M2E9_SOLLC	unreviewed			
A0A3Q7FYA5	A0A3Q7FYA5_SOLLC	unreviewed		Solyc04g008710.3.1;	
A0A3Q7EIL0	A0A3Q7EIL0_SOLLC	unreviewed		Solyc01g081510.3.1;	
A0A3Q7GN32	A0A3Q7GN32_SOLLC	unreviewed		Solyc06g008650.3.1;	
A0A3Q7G8F4	A0A3Q7G8F4_SOLLC	unreviewed		Solyc04g082080.1.1;	
A0A3Q7HL23	A0A3Q7HL23_SOLLC	unreviewed		Solyc08g044460.1.1;	
Q9ZS83	Q9ZS83_SOLLC	unreviewed	Hcr9-NL0C		
A0A3Q7IIH8	A0A3Q7IIH8_SOLLC	unreviewed		Solyc10g074580.2.1;	
A0A3Q7IZF5	A0A3Q7IZF5_SOLLC	unreviewed		Solyc11g067350.2.1;	
A0A3Q7F525	A0A3Q7F525_SOLLC	unreviewed		Solyc02g076810.3.1;	
Q9FY02	Q9FY02_SOLLC	unreviewed	LE-ACS1A		
A0A3Q7JCG2	A0A3Q7JCG2_SOLLC	unreviewed		Solyc12g095840.2.1;	
A0A3Q7ENK3	A0A3Q7ENK3_SOLLC	unreviewed		Solyc01g099715.1.1;	
A0A3Q7FDX0	A0A3Q7FDX0_SOLLC	unreviewed	101267748	Solyc01g109960.3.1;	
A0A3Q7HPB0	A0A3Q7HPB0_SOLLC	unreviewed		Solyc08g061350.1.1;	
A0A3Q7JF63	A0A3Q7JF63_SOLLC	unreviewed		Solyc10g079730.2.1;	
A0A3Q7G2Z5	A0A3Q7G2Z5_SOLLC	unreviewed		Solyc04g040130.1.1;	
A0A3Q7FTU4	A0A3Q7FTU4_SOLLC	unreviewed		Solyc03g121050.3.1;	
A0A3Q7G3A9	A0A3Q7G3A9_SOLLC	unreviewed		Solyc04g045620.3.1;	
A0A3Q7GRW7	A0A3Q7GRW7_SOLLC	unreviewed	101246145	Solyc06g051080.3.1;	
A0A3Q7FBR4	A0A3Q7FBR4_SOLLC	unreviewed		Solyc02g093170.3.1;	
A0A3Q7INN0	A0A3Q7INN0_SOLLC	unreviewed		Solyc10g086520.2.1;	
A0A3Q7G439	A0A3Q7G439_SOLLC	unreviewed		Solyc04g072050.3.1;	
A0A3Q7I4D9	A0A3Q7I4D9_SOLLC	unreviewed	101250730	Solyc09g066290.3.1;	
A0A3Q7F9Q9	A0A3Q7F9Q9_SOLLC	unreviewed		Solyc02g089510.3.1;	
A0A3Q7EWH6	A0A3Q7EWH6_SOLLC	unreviewed		Solyc01g044303.1.1;	
A0A3Q7H595	A0A3Q7H595_SOLLC	unreviewed	101257383	Solyc06g084060.3.1;	
A0A3Q7H0G6	A0A3Q7H0G6_SOLLC	unreviewed	101268114	Solyc06g069120.3.1;	
A0A3Q7J9I6	A0A3Q7J9I6_SOLLC	unreviewed	101257543	Solyc12g042640.1.1;	
A0A3Q7JE02	A0A3Q7JE02_SOLLC	unreviewed		Solyc12g099950.2.1;	
A0A3Q7H2V7	A0A3Q7H2V7_SOLLC	unreviewed		Solyc06g074495.1.1;	
A0A3Q7JCA5	A0A3Q7JCA5_SOLLC	unreviewed		Solyc12g082790.1.1;	
Q8H283	Q8H283_SOLLC	unreviewed			
A0A3Q7JEF6	A0A3Q7JEF6_SOLLC	unreviewed		Solyc12g098880.2.1;	
Q9FVL3	Q9FVL3_SOLLC	unreviewed	LEVS2		
A0A3Q7HN08	A0A3Q7HN08_SOLLC	unreviewed		Solyc08g029057.1.1;	
B6C9K4	B6C9K4_SOLLC	unreviewed			
A0A3Q7GZV6	A0A3Q7GZV6_SOLLC	unreviewed	101253693	Solyc06g073240.3.1;	
A0A3Q7H8A6	A0A3Q7H8A6_SOLLC	unreviewed		Solyc05g012400.3.1;	
A0A3Q7HCC2	A0A3Q7HCC2_SOLLC	unreviewed		Solyc05g025970.1.1;	
A0A3Q7HWX2	A0A3Q7HWX2_SOLLC	unreviewed		Solyc08g082670.3.1;	
A0A3Q7JU08	A0A3Q7JU08_SOLLC	unreviewed		Solyc12g017750.2.1;	
A0A3Q7H4H6	A0A3Q7H4H6_SOLLC	unreviewed	101259757	Solyc06g076790.1.1;	
A0A494G8D2	A0A494G8D2_SOLLC	unreviewed		Solyc00g006490.3.1;	
A0A0U2RDY6	A0A0U2RDY6_SOLLC	unreviewed	ASH3		
A0A3Q7EMF7	A0A3Q7EMF7_SOLLC	unreviewed	101256925	Solyc01g097970.3.1;	
A0A3Q7HGP2	A0A3Q7HGP2_SOLLC	unreviewed		Solyc05g054040.3.1;	
A0A3Q7IYG0	A0A3Q7IYG0_SOLLC	unreviewed		Solyc09g059085.1.1;	
A0A3Q7F113	A0A3Q7F113_SOLLC	unreviewed		Solyc02g067800.3.1;	
A0A3Q7H2L4	A0A3Q7H2L4_SOLLC	unreviewed		Solyc06g073960.3.1;	
A0A3Q7FQU6	A0A3Q7FQU6_SOLLC	unreviewed	101264614	Solyc03g113520.3.1;	
A0A3Q7H1T0	A0A3Q7H1T0_SOLLC	unreviewed		Solyc06g076970.3.1;	
A0A3Q7HHC8	A0A3Q7HHC8_SOLLC	unreviewed		Solyc08g006580.3.1;	
A0A3Q7GA09	A0A3Q7GA09_SOLLC	unreviewed	101260408	Solyc03g083030.3.1;	
A0A3Q7G3M1	A0A3Q7G3M1_SOLLC	unreviewed		Solyc04g049130.3.1;	
A0A3Q7H3P8	A0A3Q7H3P8_SOLLC	unreviewed	101248671	Solyc04g081990.3.1;	
A0A3Q7HDF5	A0A3Q7HDF5_SOLLC	unreviewed	101256894	Solyc07g055900.1.1;	
A0A3Q7HLB5	A0A3Q7HLB5_SOLLC	unreviewed		Solyc08g048233.1.1;	
A0A3Q7HF05	A0A3Q7HF05_SOLLC	unreviewed		Solyc07g063840.1.1;	
A0A3Q7FTW2	A0A3Q7FTW2_SOLLC	unreviewed	101263201	Solyc03g115570.1.1;	
A0A3Q7I4X4	A0A3Q7I4X4_SOLLC	unreviewed		Solyc09g074070.1.1;	
A0A3Q7HWF6	A0A3Q7HWF6_SOLLC	unreviewed		Solyc08g081650.2.1;	
A0A3Q7I5N0	A0A3Q7I5N0_SOLLC	unreviewed		Solyc09g074775.1.1;	
A0A3Q7HCJ2	A0A3Q7HCJ2_SOLLC	unreviewed	101266043	Solyc07g054170.3.1;	
A0A3Q7F0R6	A0A3Q7F0R6_SOLLC	unreviewed		Solyc02g062960.3.1;	
Q9SWJ1	Q9SWJ1_SOLLC	unreviewed	CYP1A1		
A0A3Q7ELS9	A0A3Q7ELS9_SOLLC	unreviewed		Solyc01g095995.1.1;	
A0A3Q7EQG9	A0A3Q7EQG9_SOLLC	unreviewed	101250254	Solyc01g103990.3.1;	
A0A3Q7J4H8	A0A3Q7J4H8_SOLLC	unreviewed	101266923	Solyc12g010545.1.1;	
A0A3Q7E9V3	A0A3Q7E9V3_SOLLC	unreviewed		Solyc01g009715.1.1;	
A0A3Q7G3F4	A0A3Q7G3F4_SOLLC	unreviewed		Solyc04g050060.1.1;	
A0A3Q7IT16	A0A3Q7IT16_SOLLC	unreviewed	101251715	Solyc09g008650.3.1;	
A0A3Q7EUN4	A0A3Q7EUN4_SOLLC	unreviewed	101249216	Solyc01g111900.3.1;	
A0A3Q7I2M5	A0A3Q7I2M5_SOLLC	unreviewed		Solyc09g031890.2.1;	
A0A3Q7H3R3	A0A3Q7H3R3_SOLLC	unreviewed	101255604	Solyc07g006145.1.1;	
A0A3Q7GHN0	A0A3Q7GHN0_SOLLC	unreviewed	101264426	Solyc05g047390.1.1;	
A0A3Q7HZF4	A0A3Q7HZF4_SOLLC	unreviewed	101267419	Solyc07g005580.3.1;	
A0A3Q7F1E3	A0A3Q7F1E3_SOLLC	unreviewed	101262250	Solyc01g080270.3.1;	
A0A3Q7GQ54	A0A3Q7GQ54_SOLLC	unreviewed		Solyc04g009670.1.1;	
A0A3Q7HRR6	A0A3Q7HRR6_SOLLC	unreviewed		Solyc08g068030.1.1;	
A0A3Q7FJU3	A0A3Q7FJU3_SOLLC	unreviewed	101259128	Solyc03g046350.3.1;	
A0A3Q7H7W8	A0A3Q7H7W8_SOLLC	unreviewed		Solyc07g008290.3.1;	
A0A3Q7HR84	A0A3Q7HR84_SOLLC	unreviewed		Solyc08g066875.1.1;	
A0A3Q7HB38	A0A3Q7HB38_SOLLC	unreviewed		Solyc07g039620.2.1;	
A0A3Q7J6T2	A0A3Q7J6T2_SOLLC	unreviewed		Solyc12g019960.2.1;	
A0A3Q7IPY2	A0A3Q7IPY2_SOLLC	unreviewed		Solyc08g080520.3.1;	
A0A3Q7GB23	A0A3Q7GB23_SOLLC	unreviewed	101255689	Solyc04g080180.1.1;	
A0A3Q7IKD1	A0A3Q7IKD1_SOLLC	unreviewed	101267947	Solyc10g078430.2.1;	
G4XQK6	G4XQK6_SOLLC	unreviewed			
A0A3Q7HHV0	A0A3Q7HHV0_SOLLC	unreviewed		Solyc08g007475.1.1;	
A0A3Q7IML6	A0A3Q7IML6_SOLLC	unreviewed		Solyc10g085410.2.1;	
A0A3Q7HKT8	A0A3Q7HKT8_SOLLC	unreviewed		Solyc06g018003.1.1;	
A0A3Q7I614	A0A3Q7I614_SOLLC	unreviewed	101264972	Solyc09g065590.3.1;	
A0A3Q7FB13	A0A3Q7FB13_SOLLC	unreviewed		Solyc02g092380.3.1;	
A0A494G8L9	A0A494G8L9_SOLLC	unreviewed		Solyc00g009760.2.1;	
A0A3Q7I1M7	A0A3Q7I1M7_SOLLC	unreviewed		Solyc09g055590.3.1;	
A0A3Q7EP51	A0A3Q7EP51_SOLLC	unreviewed		Solyc01g098600.3.1;	
Q9ZS84	Q9ZS84_SOLLC	unreviewed			
A0A3Q7ITS8	A0A3Q7ITS8_SOLLC	unreviewed		Solyc11g020710.2.1;	
A0A3Q7J573	A0A3Q7J573_SOLLC	unreviewed		Solyc12g013760.1.1;	
A0A3Q7IJF5	A0A3Q7IJF5_SOLLC	unreviewed	101259991	Solyc10g074870.2.1;	
A0A3Q7IHK6	A0A3Q7IHK6_SOLLC	unreviewed		Solyc10g055060.2.1;	
A0A3Q7GYH6	A0A3Q7GYH6_SOLLC	unreviewed		Solyc06g064710.1.1;	
A0A3Q7ED94	A0A3Q7ED94_SOLLC	unreviewed		Solyc01g056575.1.1;	
O65831	O65831_SOLLC	unreviewed			
A0A3Q7G1J7	A0A3Q7G1J7_SOLLC	unreviewed	101256762	Solyc04g015070.3.1;	
A0A3Q7EBX9	A0A3Q7EBX9_SOLLC	unreviewed		Solyc01g014539.1.1;	
A0A3Q7GGA1	A0A3Q7GGA1_SOLLC	unreviewed	101246055	Solyc05g015510.3.1;	
A0A3Q7ILP2	A0A3Q7ILP2_SOLLC	unreviewed		Solyc10g080750.2.1;	
A0A3Q7I6H8	A0A3Q7I6H8_SOLLC	unreviewed		Solyc09g074360.3.1;	
A0A3Q7F292	A0A3Q7F292_SOLLC	unreviewed	101263670	Solyc02g070140.1.1;	
A0A3Q7FXE1	A0A3Q7FXE1_SOLLC	unreviewed	101249416	Solyc02g089300.3.1;	
Q9FQ28	Q9FQ28_SOLLC	unreviewed	SSTLE2		
A0A3Q7HSQ3	A0A3Q7HSQ3_SOLLC	unreviewed	101261257	Solyc08g074690.3.1;	
A0A3Q7EIS3	A0A3Q7EIS3_SOLLC	unreviewed		Solyc01g081330.3.1;	
A0A3Q7IFK2	A0A3Q7IFK2_SOLLC	unreviewed		Solyc08g013880.3.1;	
A0A3Q7HI57	A0A3Q7HI57_SOLLC	unreviewed	104648550	Solyc07g065110.1.1;	
A0A3Q7HSH4	A0A3Q7HSH4_SOLLC	unreviewed		Solyc08g077820.3.1;	
A0A494G8T0	A0A494G8T0_SOLLC	unreviewed		Solyc00g014390.1.1;	
A0A3Q7FE36	A0A3Q7FE36_SOLLC	unreviewed		Solyc03g013130.1.1;	
A0A3Q7FEV4	A0A3Q7FEV4_SOLLC	unreviewed		Solyc01g111460.3.1;	
A0A3Q7JA51	A0A3Q7JA51_SOLLC	unreviewed		Solyc10g046830.2.1;	
A0A3Q7I3M8	A0A3Q7I3M8_SOLLC	unreviewed		Solyc09g056385.1.1;	
A0A3Q7JRE5	A0A3Q7JRE5_SOLLC	unreviewed	544258	Solyc12g006450.2.1;	
A0A3Q7HFJ4	A0A3Q7HFJ4_SOLLC	unreviewed		Solyc07g054237.1.1;	
A0A3Q7EUL6	A0A3Q7EUL6_SOLLC	unreviewed	101256430	Solyc01g112190.3.1;	
A0A3Q7I5V2	A0A3Q7I5V2_SOLLC	unreviewed	101262251	Solyc09g075570.1.1;	
A0A3Q7EU24	A0A3Q7EU24_SOLLC	unreviewed	101247761	Solyc01g110800.3.1;	
A0A3Q7G744	A0A3Q7G744_SOLLC	unreviewed	101249052	Solyc03g058190.3.1;	
A0A494G973	A0A494G973_SOLLC	unreviewed		Solyc00g029080.1.1;	
A0A3Q7IHR2	A0A3Q7IHR2_SOLLC	unreviewed		Solyc10g055375.1.1;	
A0A3Q7HDB6	A0A3Q7HDB6_SOLLC	unreviewed		Solyc07g055690.2.1;	
A0A3Q7ESK1	A0A3Q7ESK1_SOLLC	unreviewed		Solyc01g105493.1.1;	
A0A3Q7F1D3	A0A3Q7F1D3_SOLLC	unreviewed	101246309	Solyc02g069400.3.1;	
A0A3Q7HPH0	A0A3Q7HPH0_SOLLC	unreviewed		Solyc08g061107.1.1;	
A0A3Q7EPT4	A0A3Q7EPT4_SOLLC	unreviewed		Solyc01g103430.3.1;	
A0A3Q7EH04	A0A3Q7EH04_SOLLC	unreviewed	101257803	Solyc01g068210.3.1;	
A0A3Q7H6Q7	A0A3Q7H6Q7_SOLLC	unreviewed	101258872	Solyc07g024000.3.1;	
A0A3Q7HF41	A0A3Q7HF41_SOLLC	unreviewed		Solyc07g063733.1.1;	
A0A3Q7EYS7	A0A3Q7EYS7_SOLLC	unreviewed	101268836	Solyc02g062610.3.1;	
A0A3Q7HJU4	A0A3Q7HJU4_SOLLC	unreviewed	101255497	Solyc06g008970.3.1;	
A0A3Q7FLG4	A0A3Q7FLG4_SOLLC	unreviewed		Solyc03g093735.1.1;	
A0A3Q7G4K2	A0A3Q7G4K2_SOLLC	unreviewed		Solyc03g031890.3.1;	
A0A3Q7FK86	A0A3Q7FK86_SOLLC	unreviewed	101249438	Solyc03g081310.3.1;	
A0A3Q7I1P9	A0A3Q7I1P9_SOLLC	unreviewed		Solyc09g055765.1.1;	
A0A3Q7I275	A0A3Q7I275_SOLLC	unreviewed		Solyc09g020060.2.1;	
A0A3Q7IYE0	A0A3Q7IYE0_SOLLC	unreviewed		Solyc11g062320.2.1;	
A0A3Q7EIX0	A0A3Q7EIX0_SOLLC	unreviewed		Solyc01g087015.1.1;	
A0A3Q7EJT2	A0A3Q7EJT2_SOLLC	unreviewed		Solyc01g090600.3.1;	
A0A3Q7I1R5	A0A3Q7I1R5_SOLLC	unreviewed	101249741	Solyc07g014590.3.1;	
A0A3Q7HMV8	A0A3Q7HMV8_SOLLC	unreviewed		Solyc06g048935.1.1;	
A0A3Q7EBM5	A0A3Q7EBM5_SOLLC	unreviewed		Solyc01g016455.1.1;	
A0A3Q7G224	A0A3Q7G224_SOLLC	unreviewed		Solyc04g025220.1.1;	
A0A494G9T6	A0A494G9T6_SOLLC	unreviewed		Solyc00g112810.2.1;	
A0A3Q7GDM3	A0A3Q7GDM3_SOLLC	unreviewed		Solyc05g006260.1.1;	
A0A3Q7H097	A0A3Q7H097_SOLLC	unreviewed		Solyc04g074480.3.1;	
A0A3Q7JGN4	A0A3Q7JGN4_SOLLC	unreviewed	101266378	Solyc10g084970.2.1;	
A0A3Q7F231	A0A3Q7F231_SOLLC	unreviewed		Solyc02g070700.2.1;	
A0A3Q7GXA4	A0A3Q7GXA4_SOLLC	unreviewed		Solyc06g066473.1.1;	
A0A3Q7F5J2	A0A3Q7F5J2_SOLLC	unreviewed		Solyc02g080165.1.1;	
A0A3Q7HAD5	A0A3Q7HAD5_SOLLC	unreviewed	101262432	Solyc07g025380.3.1;	
A0A3Q7FJ78	A0A3Q7FJ78_SOLLC	unreviewed		Solyc03g044026.1.1;	
A0A494G926	A0A494G926_SOLLC	unreviewed		Solyc00g023030.1.1;	
A0A3Q7G6U1	A0A3Q7G6U1_SOLLC	unreviewed		Solyc03g051590.2.1;	
A0A3Q7F9D7	A0A3Q7F9D7_SOLLC	unreviewed	101260888	Solyc02g088800.2.1;	
A0A3Q7IHF7	A0A3Q7IHF7_SOLLC	unreviewed	101252609	Solyc08g036620.3.1;	
A0A3Q7F8H9	A0A3Q7F8H9_SOLLC	unreviewed	101244551	Solyc02g082980.1.1;	
A0A3Q7J9K2	A0A3Q7J9K2_SOLLC	unreviewed	101255178	Solyc12g045030.2.1;	
A0A3Q7GZ13	A0A3Q7GZ13_SOLLC	unreviewed		Solyc04g071367.1.1;	
A0A3Q7HHY8	A0A3Q7HHY8_SOLLC	unreviewed		Solyc08g007718.1.1;	
A0A3Q7G9A7	A0A3Q7G9A7_SOLLC	unreviewed		Solyc03g079850.3.1;	
A0A3Q7FNJ8	A0A3Q7FNJ8_SOLLC	unreviewed		Solyc02g070705.1.1;	
A0A3Q7J0T7	A0A3Q7J0T7_SOLLC	unreviewed	104644778	Solyc11g069420.1.1;	
A0A3Q7G253	A0A3Q7G253_SOLLC	unreviewed	101262511	Solyc04g054270.3.1;	
A0A3Q7H875	A0A3Q7H875_SOLLC	unreviewed		Solyc07g041360.1.1;	
Q9SQG6	Q9SQG6_SOLLC	unreviewed	NRT2;1		
A0A3Q7ER33	A0A3Q7ER33_SOLLC	unreviewed		Solyc01g102875.1.1;	
Q2VY13	Q2VY13_SOLLC	unreviewed	CIP6		
A0A3Q7E9H8	A0A3Q7E9H8_SOLLC	unreviewed		Solyc01g009550.1.1;	
A0A3Q7J7P0	A0A3Q7J7P0_SOLLC	unreviewed		Solyc10g011960.2.1;	
Q9SQK8	Q9SQK8_SOLLC	unreviewed	LEJA3		
A0A3Q7EH88	A0A3Q7EH88_SOLLC	unreviewed	101245881	Solyc01g073650.3.1;	
A0A3Q7IH56	A0A3Q7IH56_SOLLC	unreviewed	101250348	Solyc10g050450.2.1;	
A0A3Q7ETH5	A0A3Q7ETH5_SOLLC	unreviewed		Solyc01g109795.1.1;	
A0A3Q7HHU8	A0A3Q7HHU8_SOLLC	unreviewed	101262541	Solyc08g007310.3.1;	
A0A3Q7FPH8	A0A3Q7FPH8_SOLLC	unreviewed	101257726	Solyc02g072100.3.1;	
A0A3Q7HCM8	A0A3Q7HCM8_SOLLC	unreviewed		Solyc07g043190.2.1;	
A0A3Q7JFM8	A0A3Q7JFM8_SOLLC	unreviewed	101250353	Solyc10g081000.1.1;	
A0A3Q7IE19	A0A3Q7IE19_SOLLC	unreviewed		Solyc08g006380.3.1;	
A0A3Q7I9C1	A0A3Q7I9C1_SOLLC	unreviewed	101265282	Solyc09g090730.2.1;	
A0A3Q7JC46	A0A3Q7JC46_SOLLC	unreviewed	101248656	Solyc12g089300.2.1;	
A0A3Q7G210	A0A3Q7G210_SOLLC	unreviewed		Solyc04g053092.1.1;	
A0A3Q7GIN8	A0A3Q7GIN8_SOLLC	unreviewed		Solyc05g026360.3.1;	
A0A3Q7G585	A0A3Q7G585_SOLLC	unreviewed		Solyc03g033760.2.1;	
A0A3Q7IV71	A0A3Q7IV71_SOLLC	unreviewed		Solyc11g022460.2.1;	
A0A3Q7G7G9	A0A3Q7G7G9_SOLLC	unreviewed	101265536	Solyc04g071310.3.1;	
A0A3Q7G222	A0A3Q7G222_SOLLC	unreviewed		Solyc03g006760.3.1;	
A0A3Q7FUA4	A0A3Q7FUA4_SOLLC	unreviewed	101261899	Solyc03g121840.3.1;	
A0A3Q7G5S6	A0A3Q7G5S6_SOLLC	unreviewed		Solyc03g043795.1.1;	
A0A3Q7F0N6	A0A3Q7F0N6_SOLLC	unreviewed		Solyc02g068190.1.1;	
