Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
Q9SD05	reviewed		SSL6 At3g51440 F26O13.80
Q9M1J6	reviewed		SSL9 SS6 At3g57020 F24I3.100
Q9FL92	reviewed		RRS1B WRKY16 At5g45050 K21C13.24
Q9ZVT7	reviewed		RRP4 At1g03360 F15K9.4
Q9MAQ0	reviewed		GBSS1 GBS1 GBSS WAXY At1g32900 F9L11.8
Q3E902	reviewed		RPS21C At5g27700 T1G16.30
F4IJZ6	reviewed		SSL1 SS7 At2g41300 F13H10.15
Q9SLG8	reviewed		SSL2 SS10 STS At2g41290 F13H10.16
Q9SD04	reviewed		SSL7 At3g51450 F26O13.90
Q9M1J7	reviewed		SSL8 SS5 At3g57010 F24I3.90
Q9SF35	reviewed		RPS23A At3g09680 F11F8_27
Q8L953	reviewed		RPS27D ARS27B At5g47930 K16F13.1
P49688	reviewed		RPS2C At2g41840 T11A07.6
P34789	reviewed		RPS28C At5g64140 MHJ24.12
Q9SFG0	reviewed		STP6 At3g05960 F2O10.8
O81126	reviewed		RSZ22 RSZP22 SRZ22 At4g31580 F28M20.230
Q8VYA5	reviewed		RS2Z33 RSZ33 At2g37340 F3G5.13
P46283	reviewed		At3g55800 F1I16_210
F4KGN5	reviewed		IREG2 FPN2 At5g03570 F12E4.370
Q3EA33	reviewed		SAP8 At4g14225 FCAALL.449
F4HT41	reviewed		SAMC2 At1g34065 F12G12.11
Q8H0X0	reviewed		SAP2 At1g51200 F11M15.6 F11M15.7
Q9FJG0	reviewed		SAUR20 At5g18020 MCM23.11
Q9SRW0	reviewed		SAUR28 At3g03830 F20H23.15
O64538	reviewed		SAUR40 At1g79130 YUP8H12R.25
F4I1H5	reviewed		SAUR63 At1g29440 F15D2.3
Q0V7Z5	reviewed		SAUR64 At1g29450 F15D2.4
Q9MAP4	reviewed		SBT3.2 At1g32970 F9L11.14
Q9ZSB0	reviewed		SBT3.9 At4g10520 F3H7.14 F7L13.100
F4JJH5	reviewed		SBT3.12 At4g21326 T6K22.50
Q9SVT4	reviewed		SBT3.14 At4g21630 F17L22.90
F4JJL8	reviewed		SBT3.15 At4g21640 F17L22.100
Q9SRI1	reviewed		SEC13A At3g01340 T22N4.3
F4IG09	reviewed		SBT4.1 At2g39850 T5I7.15
O23357	reviewed		SBT4.2 At4g15040 dl3561c
F4JHH5	reviewed		SEC15B At4g02350 T14P8.16
Q9STF7	reviewed		SBT4.6 At3g46850 T6H20.120
F4KGD4	reviewed		SBT4.7 At5g58820 K19M22.2
Q9LLL8	reviewed		SBT4.14 XSP1 At4g00230 F6N15.3
Q6AWX6	reviewed		SCAR1 At2g34150 T14G11.27
Q9S7T7	reviewed		SYN1 DIF1 At5g05490 MOP10.3
Q9FQ20	reviewed		SYN2 At5g40840 MHK7.7
Q8GWY0	reviewed		SCI1 At1g79200 YUP8H12R.41
F4I0K2	reviewed		FLN2 PFKB1 At1g69200 F23O10.21 F4N2.16
Q9LSM9	reviewed		SCPL33 At3g17180 K14A17.30
Q9FYR7	reviewed		SCL8 At5g52510 T4M5.2
Q8VY01	reviewed		SCPL46 At2g33530 F4P9.30
Q8H780	reviewed		SCPL13 At2g22980 F21P24.4 T20K9.20
P32826	reviewed		SCPL49 At3g10410 F13M14.32
Q9M9Q6	reviewed		SCPL50 At1g15000 T15D22.4 T15D22.7
Q9FFB2	reviewed		SCPL54 At5g22960 MRN17.19
Q9M099	reviewed		SCPL24 BRS1 At4g30610 F17I23.50
P0CG07	reviewed		SCRA SCR1 SP11 At4g21364 T6K22
Q8GYW8	reviewed		SCT At2g25150 F13D4.110
Q8RWZ5	reviewed		SD25 At4g32300 F10M6.60 F8B4.10
P92966	reviewed		RS41 RSP41 At5g52040 MSG15.12
Q9M2U4	reviewed		SRS6 At3g54430 T12E18.120
Q9SS17	reviewed		RPS24A At3g04920 T9J14.13
Q9SBA7	reviewed		STP8 At5g26250 F9D12.9 T19G15.100
F4JHA2	reviewed		RSH1 At4g02260 T2H3.10
P0DKG8	reviewed		RSH1
Q9S713	reviewed		STN7 At1g68830 F14K14.6 T6L1.2
Q9FJG9	reviewed		RUG3 At5g60870 MAE1.11
Q9FKF0	reviewed		RTL3 At5g45150 K18C1.3
Q56XE4	reviewed		At4g03120 F4C21.4
Q9SHE7	reviewed		RUB1 NEDD8 UBQ15 At1g31340 T19E23.13
Q9SUM2	reviewed		At4g30220 F9N11.70
F4J738	reviewed		At3g59020 F17J16.70
F4IRR2	reviewed		SAD2 EMA1 URM9 At2g31660
Q7X911	reviewed		SAC6 IBS2 SAC1B At5g66020 K2A18.9
Q9C5G5	reviewed		SAC7 RHD4 SAC1C At3g51460 F26O13.100
Q9SJT1	reviewed		SAE2 EMB2764 At2g21470 F3K23.23
P0DI74	reviewed		SEC61G1 At4g24920 F13M23.60
Q6IMT1	reviewed		SAB HPS4 At1g58250 F16M22.5 T18I24.18
Q7XZU3	reviewed		SAC1 FIG4 FRA7 At1g22620 F12K8.3 T22J18.20
Q93WF6	reviewed		SAG21 LEA38 LEA5 At4g02380 T14P8.2
Q9LK36	reviewed		SAHH2 At3g23810 MYM9.16 MYM9_15
O64644	reviewed		At2g45640 F17K2.17
Q9C613	reviewed		SAMBA At1g32310 F27G20.14
Q9FJF9	reviewed		SAUR21 At5g18030 MCM23.13
O22150	reviewed		SAUR36 RAG1 SAG201 At2g45210
Q9LR68	reviewed		SCAMP2 SC2 At1g03550 F21B7.17
Q9M5P2	reviewed		SCAMP3 SC3 At1g61250 F11P17.4
O80662	reviewed		TCHQD At1g77290 T14N5.14
F4HYR6	reviewed		SBT2.4 ALE1 At1g62340 F2401.7
F4HSQ2	reviewed		SBT5.1 At1g20150 T20H2.7
Q8L611	reviewed		SEC31B At3g63460 MAA21.90
Q9FMG4	reviewed		SC35 At5g64200 MSJ1.4
O80933	reviewed		SCL9 At2g37650 F13M22.15
Q0WPR4	reviewed		SCPL34 At5g23210 MKD15.7
Q39244	reviewed		U1A At2g47580 T30B22.12
Q9LSS7	reviewed		NEDP1 DEN1 At5g60190 F15L12.8
P43333	reviewed		At1g09760 F21M12.14
Q9LTJ6	reviewed		RUP1 EFO1 At5g52250 F17P19.15
Q9FFA7	reviewed		RUP2 EFO2 At5g23730 MRO11.23
Q9SUT9	reviewed		RTNLB2 BTI2 At4g11220 F8L21.10
Q9SH59	reviewed		RTNLB3 At1g64090 F22C12.15
Q6NPD8	reviewed		RTNLB10 At2g15280 F27O10.7
Q56X72	reviewed		RTNLB21 At5g58000 MTI20.26
Q8GWH5	reviewed		RTNLB22 At1g78895 F9K20.31
Q9LZW9	reviewed		RAPTOR2 RAPTOR1A At5g01770 T20L15.40
O82221	reviewed		At2g23930 T29E15.13
P0DI12	reviewed		SAE1B-1 SAE1-2 At5g50580 MBA10.22
F4IUY8	reviewed		SAC3A At2g39340 T16B24.2
Q7XZU1	reviewed		SAC4 At5g20840 F22D1.10
Q96328	reviewed		SAC8 G5 SAC1A At3g51830 ATEM1.8
Q9LE86	reviewed		S8H At3g12900 MJM20.4
Q94A27	reviewed		SAC2 At3g14205 MAG2.20
Q94AK6	reviewed		SAG20 WI12 At3g10985 F9F8.20
Q94B40	reviewed		SAP6 At3g52800 F3C22.200
Q9STJ9	reviewed		SAP10 At4g25380 T30C3.50
Q67YE6	reviewed		SAP12 PMZ At3g28210 T19D11.2
Q39218	reviewed		SAT3 SAT1 SATA At3g13110 MJG19.6
Q9FJG1	reviewed		SAUR19 At5g18010 MCM23.9
Q9FJF7	reviewed		SAUR22 At5g18050 MCM23.15
F4I1I4	reviewed		SAUR67 At1g29510 F15D2.9
Q9LTV3	reviewed		SAUR72 At3g12830 MBK21.21
Q9LHJ8	reviewed		SAP5 At3g12630 T2E22.105 T2E22.6
Q9MAP7	reviewed		SBT3.5 At1g32940 F9L11.11
Q9FGU3	reviewed		SBT4.4 At5g59100 K18B18.10
P38389	reviewed		At2g45070 T14P1.12
D3GKW6	reviewed		TCL1 At2g30432 T6B20
Q0WUG6	reviewed		SBT6.1 S1P At5g19660
Q9FMN4	reviewed		At5g42850 MBD2.4
Q7XJM8	reviewed		SCL27 At2g45160 T14P1.3
Q9CAN3	reviewed		SCL28 At1g63100 F16M19.21
Q8LAL0	reviewed		HCC2 SCO1-2 At4g39740 T19P19.130
Q9SNB8	reviewed		SCL30 At3g46600 F12A12.120
P0C883	reviewed		SCL33 At2g29060 T9I4.14
O81316	reviewed		SCL6 At4g00150 F6N15.20
O64810	reviewed		SCPL10 SAT At2g23000 F21P24.6
Q2V465	reviewed		SCPL11 At2g22970 F21P24.3 T20K9.19
Q9SFB5	reviewed		SCPL27 At3g07990 F17A17.33
Q8LGI2	reviewed		At5g39410 MUL8.9
Q39203	reviewed		SD22 RLK4 At4g00340 A_IG005I10.19 F5I10.19
Q6NQJ8	reviewed		SDG40 SET40 At5g17240 MKP11.9
Q9S9W2	reviewed		SDRA IBR1 At4g05530 T1J24.9
Q9LUQ3	reviewed		SDE5 At3g15390 MJK13.5
Q3E870	reviewed		SDH7B At5g62575
Q9SN09	reviewed		SDN4 At3g50090 F3A4.170
Q8L7M4	reviewed		SDN5 At5g25800 F18A17.50
Q9M2E2	reviewed		SDR1 At3g61220 T20K12.120
Q9C5P7	reviewed		SEC1A At1g02010 F22M8.14 T7I23.1
X5JA13	reviewed		SEC10a At5g12370 T2L20.2
Q93VR9	reviewed		SEH1 SEH1H At1g64350 F15H21.2
Q9M8Y0	reviewed		SEC At3g04240 T6K12.14
F4KGY6	reviewed		RVE1 At5g17300 MKP11.15
C0SVG5	reviewed		RVE5 At4g01280 F2N1.20
Q8RWU3	reviewed		RVE8 LCL5 At3g09600 F11F8.19
Q8L7C8	reviewed		RWA1 At5g46340 MPL12.14
P0DKL4	reviewed		SAP130A At3g55200 T26I12.80
P0DKL6	reviewed		SAP130B SF3b130 At3g55220 T26I12.100
Q93VI0	reviewed		S1FA3 At3g09735 F11F8.8
Q9XH75	reviewed		TATB HCF106 At5g52440 K24M7.19
Q8VZ42	reviewed		SAP11 At2g41835 T11A7.20
Q01474	reviewed		SAR1B SAR1 At1g56330 F14G9.6
Q41220	reviewed		SAUR15 SAUR-AC1 At4g38850
Q9C9E1	reviewed		SAUR78 At1g72430 T10D10.10
Q42588	reviewed		SAT1 SAT5 At1g55920 F14J16.18
Q9SKB2	reviewed		SOBIR1 EVR At2g31880 F20M17.8
Q8L7I2	reviewed		SBT3.6 At4g10550 F3H7.3 T4F9.10
Q9SZY3	reviewed		SBT3.8 At4g10540 F3H7.2 F7L13.120
O64495	reviewed		SBT1.2 SDD1 At1g04110 F20D22.12
Q9FLI4	reviewed		SBT1.3 At5g51750 MIO24.12
Q9FGK8	reviewed		SEC16B At5g47490 MNJ7.8
Q9LUM3	reviewed		SBT1.5 At3g14240 MLN21.2
Q9FIG2	reviewed		SBT4.13 At5g59120 MNC17.3
Q9C6X2	reviewed		SCAMP4 At1g32050 T12O21.5
F4K5X6	reviewed		RVE2 CIR1 At5g37260 MNJ8.4
Q66GQ5	reviewed		RWA3 At2g34410 F13P17.23
Q8W4E7	reviewed		IREG3 FPN3 MAR1 RTS3 At5g26820 F2P16.6
Q8VY78	reviewed		SAE1A SAE1-1 At4g24940 F13M23.80
Q9SZ69	reviewed		SAP7 At4g12040 F16J13.110
Q9SGU2	reviewed		SAUR71 At1g56150 F14G9.23 T6H22.5
Q9MAP5	reviewed		SBT3.3 At1g32960 F9L11.13
Q9ZSB1	reviewed		SBT3.10 At4g10530 F3H7.13 F7L13.110
Q8GUK4	reviewed		SBT3.13 At4g21650 F17L22.110
Q9FIF8	reviewed		SBT4.3 At5g59190 MNC17.10
Q9FIM6	reviewed		SBT4.8 At5g58830 K19M22.3
Q9ZUF6	reviewed		SBT1.8 At2g05920 T6P5.12
F4ICD9	reviewed		SEC31A At1g18830 F6A14.8
Q9SXA5	reviewed		SCAMP5 At1g11180 T28P6.15
F4JXC5	reviewed		SBT5.4 At5g59810 MMN10.6
Q5XPJ9	reviewed		SCAR2 DIS3 ITB1 WAVE4 At2g38440 T19C21.7
Q9LRW3	reviewed		SCL29 At3g13840 MCP4.6
O80714	reviewed		SDR3c At2g47120 F14M4
Q9SKE0	reviewed		SDH8 At2g46390 F11C10.8
Q9SD22	reviewed		At3g51250 F24M12.290
Q9M2S6	reviewed		SDIR1 At3g55530 T22E16.190
D8WUA4	reviewed		SECA2 At1g21650 F8K7.6
Q9SYI0	reviewed		SECA1 AGY1 At4g01800 T7B11.6
Q9SL45	reviewed		SAUR10 At2g18010 T27K22.12
Q9FLY0	reviewed		SARD4 OCD At5g52810 MXC20.2
Q9ZNU9	reviewed		SAP3 At2g27580 F15K20.32
O65351	reviewed		SBT1.7 ARA12 ASP48 SLP1 At5g67360 K8K14.8
F4IIZ9	reviewed		SCAB2 At2g40820 T20B5.2
Q9FHA4	reviewed		SBT1.9 At5g67090 K21H1.5
Q9M883	reviewed		HDF7 At3g02590 F16B3.22
Q9FK76	reviewed		SBT5.6 At5g45650 MRA19.5
Q5XPJ6	reviewed		SCAR4 At5g01730 F7A7.250
Q5XPK0	reviewed		WAVE5 At4g18600 F28J12.260
Q9M394	reviewed		FLN1 PAP6 PFKB2 At3g54090 F24B22.50
Q9LTI5	reviewed		SCL11 At5g59450 F2O15.5
Q9M0M5	reviewed		SCL13 At4g17230 dl4650c FCAALL.225
Q9XE58	reviewed		SCL14 At1g07530 F22G5.9
O23210	reviewed		SCL15 At4g36710 C7A10.650
Q2V2T9	reviewed		SCL16 At5g67411 K8K14
Q9FHZ1	reviewed		SCL23 At5g41920 MJC20.2
Q9SN22	reviewed		SCL32 At3g49950 F3A4.30
Q9LPR8	reviewed		SCL3 At1g50420 F11F12.22
Q9SV04	reviewed		SCPL36 At3g52000 F4F15.110
Q8H125	reviewed		SCL5 At1g50600 F11F12.8 F17J6.12
Q9LXY6	reviewed		SCPL53 At3g56540 T5P19.190
Q8VZU3	reviewed		SCPL19 SCT SNG2 At5g09640 F17I14.170
Q9LSV8	reviewed		SCPL21 At3g25420 MWL2.3
Q8L9Y0	reviewed		SCPL25 At3g02110 F1C9.10
Q8S8K6	reviewed		SCPL28 At2g35770 T20F21.4
Q9M384	reviewed		SCR SGR1 At3g54220 F24B22.180
Q9LPZ9	reviewed		SD113 CBRLK1 RKS2 At1g11350 T23J18.2
Q9M1B9	reviewed		At3g59480 T16L24.30
Q3ECY6	reviewed		SDG41 SET41 At1g43245 F1I21
Q94K41	reviewed		SDR3b SDR3 SDR5 At2g47140 F14M4
P93756	reviewed		SD31 At2g41890 T11A7.1
Q9LZA6	reviewed		SDP1 At5g04040 F8F6.10 F8F6.250
Q94AI6	reviewed		SEC6 At1g71820 F14O23.20
O49663	reviewed		SAP9 At4g22820 F7H19.10 T12H17.210
Q9SCM4	reviewed		SAP13 At3g57480 T8H10.80
Q9SA49	reviewed		SAUR41 At1g16510 F3O9.31
Q9SJM6	reviewed		SAP4 At2g36320 F2H17.7
Q8VYI1	reviewed		SBH1 At1g69640 F24J1.22 T6C23.16
Q9AST3	reviewed		SBH2 At1g14290 F14L17.4 F14L17.5
Q9M081	reviewed		At4g32640 F4D11.160
Q9FIM5	reviewed		SBT4.9 At5g58840 K19M22.4
Q9FIM8	reviewed		SBT4.10 At5g58810 K19M22.1
Q39208	reviewed		STE1 DWF7 At3g02580 F16B3.21
F4KEL0	reviewed		SBT5.5 At5g45640 MRA19.4
Q9LP46	reviewed		SCAR3 At1g29170 F28N24.14
A5HEI1	reviewed		SCC2 EMB2773 At5g15540 T20K14.150
Q9M000	reviewed		SCL22 At3g60630 T4C21.40
Q8VYP0	reviewed		HCC1 SCO1-1 At3g08950 T16O11.9
Q3EDH0	reviewed		SCL31 At1g07520 F22G5.41
Q4PSY2	reviewed		SCPL32 At1g61130 F11P17.14
Q84WF0	reviewed		SCPL37 At3g52010 F4F15.120
Q9ZUG3	reviewed		SCPL38 At2g05850 T6P5.5
Q9FH06	reviewed		SCPL41 At5g42230 K5J14.3
Q9CAU4	reviewed		SCPL4 At1g73310 T18K17.2
Q9C7Z9	reviewed		SCPL18 At1g33540 F10C21.18
Q9SQX6	reviewed		SCPL7 At3g10450 F13M14.27 F18K10.3
Q8RWJ6	reviewed		SCPL1 At5g36180 MAB16.13
Q1PF08	reviewed		SCPL22 At2g24000 T29E15.20
O82229	reviewed		SCPL23 At2g24010 T29E15.21
Q9LPW3	reviewed		SCRM2 BHLH33 EN44 At1g12860 F13K23.12
Q9SID0	reviewed		At2g31390 T28P16.12
Q9LNE3	reviewed		At1g06030 T21E18.8
O80713	reviewed		SDR3a SDR3 SDR4 At2g47130 F14M4
Q8GYD9	reviewed		SDE3 At1g05460 T25N20.11 T25N20.26
Q9C5E8	reviewed		SDH7A At3g47833 T23J7.160
Q9FJP9	reviewed		SDH2-3 At5g65165 MQN23.10
Q9FI44	reviewed		SDHAF2 At5g51040
Q9MA74	reviewed		SDC EMB1075 SDC1 At1g43710 F2J6.7
Q9SS48	reviewed		SDP6 At3g10370 F14P13.3
O23264	reviewed		SBP1 At4g14030 dl3055c FCAALL.79
Q93WN0	reviewed		SBP2 EDA38 At4g14040 dl3061c FCAALL.29
Q94AU2	reviewed		SEC22 At1g11890 F12F1.27
Q9SX86	reviewed		SEC3B At1g47560 F16N3.17
Q8S3U9	reviewed		SEC5A At1g76850 F7O12.2
Q9STZ2	reviewed		At3g47300 T21L8.50
Q9FXE2	reviewed		SEOC At1g67790 F12A21.8
Q9FL96	reviewed		DSS1(V) At5g45010 K21C13.20
Q7XZF5	reviewed		RST1 At3g27670 MGF10.8
Q9SJU8	reviewed		At2g21290 F3K23.5
Q42404	reviewed		RNU1 At3g50670 T3A5.50
B6IDH3	reviewed		RUS5 At5g01510 F7A7.30
Q9SUR3	reviewed		RTNLB1 BTI1 At4g23630 F9D16.100
Q6DBN4	reviewed		RTNLB6 At3g61560 F2A19.160
Q9M145	reviewed		RTNLB7 At4g01230 F2N1.8
A2RVT6	reviewed		RTNLB14 At1g68230 T22E19.14
Q9ZU43	reviewed		RTNLB15 At2g01240 F10A8.12
Q8GYH6	reviewed		RTNLB16 At3g10915 F9F8.30
P0C941	reviewed		RTNLB23 At1g16825 F17F16.24
Q9LIN3	reviewed		RZ1A At3g26420 F20C19.15
O22703	reviewed		RZ1B At1g60650 F8A5.17
Q8RWN5	reviewed		RZ1C At5g04280
Q9SJA6	reviewed		RSZ22A RSZP22A At2g24590 F25P17.11
Q94AK4	reviewed		RZF1 At3g56580 T5P19.230
O80905	reviewed		IREG1 FPN1 At2g38460 T19C21.5
Q9FX21	reviewed		STT3B At1g34130 F12G12.5
F4JY37	reviewed		RUK EMB3013 At5g18700 T1A4.80
Q9FFS0	reviewed		RTNLB4 BTI3 At5g41600 MBK23.13
O82352	reviewed		RTNLB5 At2g46170 T3F17.18
Q9LJQ5	reviewed		RTNLB9 At3g18260 MIE15.5
Q9M392	reviewed		RTNLB12 At3g54120 F24B22.80
Q9C646	reviewed		RXW24L At1g58410 F9K23.6 X7J.10
Q6R0H0	reviewed		RVE3 ASG4 LCL3 At1g01520 F22L4.18
Q6R0G4	reviewed		RVE4 LCL1 At5g02840 F9G14.150
Q8H0W3	reviewed		RVE6 At5g52660 F6N7.15
F4J2J6	reviewed		RVE7L At3g10113 T22K18
B3H5A8	reviewed		RVE7 EPR1 At1g18330 F15H18.16
Q0WW17	reviewed		RWA2 At3g06550 F5E6.12
Q9FXG3	reviewed		RWA4 At1g29890 F1N18.7
Q31708	reviewed		RPS4 AtMg00290; At2g07734
Q9FYB7	reviewed		RS2Z32 RSZ32 RSZ34 At3g53500 F4P12.200
Q8VZT8	reviewed		NFD3 At1g31817 F5M6.25
F4ITL6	reviewed		RTE1 At2g26070 T19L18.12
Q9LTQ0	reviewed		RTL2 At3g20420 MQC12.21
Q9SJX7	reviewed		RUS2 WXR1 At2g31190 F16D14.3
Q93YU2	reviewed		RUS6 EMB1879 At5g49820 K21G20.3
Q9SS37	reviewed		RTNLB8 At3g10260 F14P13.14
Q8LDS3	reviewed		RTNLB18 At4g28430 F20O9.110
Q93YQ1	reviewed		RAPTOR1 RAPTOR1B At3g08850 T16O11.22
P42551	reviewed		S1FA1 S1FA At3g53370 F4P12.70
Q95749	reviewed		RPS3 AtMg00090
Q8H173	reviewed		RPSaB At3g04770 F7O18.26
Q9GCB9	reviewed		RPS2 At3g03600 T12J13.12
P39697	reviewed		RPS19 At5g47320 MQL5.18
Q9M8N2	reviewed		RTL1 At1g80650 T21F11.2
D9UBI3	reviewed		RTM1
D9UBG0	reviewed		RTM1
D9UC01	reviewed		RTM2
Q8H1S6	reviewed		At1g06960 F10K1.32
Q84JB8	reviewed		RUS3 At1g13770 F21F23.21
Q7X6P3	reviewed		RUS1 WXR3 At3g45890 F16L2.10
Q42337	reviewed		S1FA2 At2g37120 T2N18.12
F4JUU5	reviewed		S2P At4g20310 F1C12.220
P0DI13	reviewed		SAE1B-2 SAE1-2 At5g50680 MFB16.15
Q67XV2	reviewed		SAC3C At3g54380 T12E18.60 T12E18.70
Q7XZU2	reviewed		SAC3 At3g43220 F7K15_70
Q8RW97	reviewed		SAC5 At1g17340 F28G4.21
Q9SMP2	reviewed		SEC61G3 At3g48570 T8P19.80
Q9FKH1	reviewed		SAP At5g35770 MXH1.20
O04834	reviewed		SAR1A At4g02080 AGAA.4 T10M13.9
D9UBX6	reviewed		RTM2
D5K228	reviewed		RTM3 At3g58350 F9D24.260
Q8RUC6	reviewed		RUB2 UBQ7 At2g35635 T20F21.24
O65381	reviewed		RUB3 UBQ16 At1g11980 F12F1.15
F4JAU2	reviewed		SAC3B At3g06290 F28L1.23
Q7XZU0	reviewed		SAC9 CFS At3g59770 F24G16.40
P0DI75	reviewed		SEC61G2 At5g50460 MBA10.1
Q9FJ47	reviewed		SAG12 At5g45890 K15I22.9
Q9ZW18	reviewed		SAG13 At2g29350 F16P2.27
O23255	reviewed		SAHH1 EMB1395 HOG1 At4g13940 dl3010w
Q93ZR8	reviewed		RRT2 OFUT21 At3g02250 F14P3.10
F4J8K6	reviewed		RRP5 At3g11964 F26K24.26 T21B14.19
P34788	reviewed		RPS18A PFL At1g22780 T22J18.5; RPS18B At1g34030 F12G12.15 T15K4.9; RPS18C At4g09800 F17A8.150
Q9LQZ5	reviewed		SRS5 At1g75520 F1B16.17
Q9M337	reviewed		RPS21B At3g53890 F5K20_190
Q4V3D9	reviewed		SSL10 SS8 At3g57030 F24I3.110
P92976	reviewed		SSL11 SS12 SS3 At1g74000 F2P9.13
P94111	reviewed		SSL12 SS1 SS13 At1g74020 F2P9.11
Q9M1B4	reviewed		SSL13 LAP3 SS11 At3g59530 T16L24.80
Q9SD07	reviewed		SSL4 At3g51420 F26O13.60
Q9CAZ7	reviewed		SSL5 YLS2 At3g51430 F26O13.70
Q9T029	reviewed		RPS25E At4g39200 T22F8.100
Q9M2F1	reviewed		RPS27B ARS27A At3g61110 T20K12.10 T27I15_200
P59224	reviewed		RPS13B At4g00100 F6N15.7
Q9M670	reviewed		RTM2 At5g04890 MUK11.22
O22922	reviewed		U2B'' At2g30260 T9D9
Q67YT8	reviewed		RUS4 At2g23470 F26B6.12
Q08682	reviewed		RPSaA At1g72370 T10D10.16
P42797	reviewed		RPS10 At3g22300 MCB17.2
Q9CA19	reviewed		RPS13 At1g77750 T32E8.8
P92532	reviewed		RPS12 AtMg00980; At2g07675
F4HQE2	reviewed		RTEL1 At1g79950 F18B13.3 F19K16.9
Q9SD42	reviewed		RTH At3g51040 F24M12.80
Q9LT71	reviewed		RTNLB11 At3g19460 MLD14.20
O64837	reviewed		RTNLB13 At2g23640 F26B6.29 F27L4.17
Q6DR04	reviewed		RTNLB17 At2g20590 F23N11.9
Q9SR34	reviewed		TAC1 At3g09290 F3L24.16
Q8GWZ6	reviewed		SRR1 At5g59560 F2O15.220 F2O15.23
P92964	reviewed		RS31 RSP31 At3g61860 F21F14.30
Q8GY89	reviewed		SRX At1g31170 F28K20.12
O64650	reviewed		RPS27A ARS27C At2g45710 F17K2.35 F4I18.31
P49201	reviewed		RPS23B At5g02960 F9G14_270
P49206	reviewed		RPS26A At2g40590 T2P4.6
Q9SIW5	reviewed		RPS25A At2g16360 F16F14.14
Q9SIK2	reviewed		RPS25B At2g21580 F2G1.15
Q8LEQ0	reviewed		RPP1C At5g47700 MCA23.2
Q9SVZ6	reviewed		RPP3A At4g25890 F14M19.170
Q9LJW7	reviewed		RLP43 At3g28890 MLD15.6
Q9M2Y3	reviewed		RLP44 At3g49750 T16K5.100
Q9SN38	reviewed		RLP51 PDO1 SNC2 At4g18760 F28A21.170
F4KHA2	reviewed		RLP54 At5g40170 MSN9.7
F4IV66	reviewed		RNE RNEE/G At2g04270 T23O15.10
Q0WX00	reviewed		RING1B RF5 At1g03770 F21M11.30
Q9M1J2	reviewed		NRPE5A RPB23.7 RPB5b At3g57080 F24I3.160
Q9ZRF9	reviewed		RPK1 TOAD1 At1g69270 F23O10.15 F4N2.23
Q39214	reviewed		RPM1 RPS3 At3g07040 F17A9.20
Q8VY91	reviewed		RPS6 At1g64510 F1N19.8
P61841	reviewed		rps7-A rps7-1 AtCg00900; rps7-B rps7-2 AtCg01240
Q84JL3	reviewed		SINAT3 At3g61790 F15G16.180
Q93WE4	reviewed		SINAT6 SINA2 At3g13672
Q9SQR5	reviewed		SINE2 At3g03970 T11I18.8
Q9C900	reviewed		SINE3 At3g06600 F5E6.7
Q9C6H4	reviewed		At1g66610 T12I7.6
Q9C9M0	reviewed		At1g66650 F4N21_21 T12I7.10
Q9FKD9	reviewed		At5g37870 K18L3.4
Q9FKD7	reviewed		At5g37890 K18L3.9
Q9FKD5	reviewed		At5g37910 K18L3.11
Q9M8W5	reviewed		SIP1-1 At3g04090 T6K12.29
Q9M1K3	reviewed		SIP2-1 At3g56950 F24I3.30
Q9FH13	reviewed		At5g56260 K24C1.7
Q9MA44	reviewed		SPPL5 At1g05820 T20M3.9
Q9SW09	reviewed		RPS10A At4g25740 F14M19.20
Q9LJS2	reviewed		RLP41 At3g25010 K3G3.2
F4JTU7	reviewed		RLP48 At4g13880 F18A5.270
Q5XUX6	reviewed		RMI1 At5g63540 MLE2.17
Q0WPW5	reviewed		RMR4 At4g09560 T15G18.20
F4HZZ4	reviewed		RMR6 At1g35625 F15O4
F4JNB7	reviewed		RPP5 At4g16950 dl4505c
Q682S0	reviewed		RPT2 At2g30520/At2g30510 T6B20.13/T6B20.14
P62126	reviewed		rps12-A rps12A/rps12B AtCg00065/AtCg01230; rps12-B rps12A/rps12C AtCg00065/AtCg00905
P42733	reviewed		RPS11C At5g23740 MRO11.22
P16181	reviewed		RPS11A EMB1080 RPS11 At3g48930 T2J13.230
Q9S9P1	reviewed		RPS12A At1g15930 T24D18.3
Q2PGG3	reviewed		SR SR1 At4g11640 T5C23.70
Q9SJT8	reviewed		SRS3 At2g21400 F3K23.16
Q9SI19	reviewed		SRS4 At2g18120 F8D23.10
Q9FNP8	reviewed		RPS19C At5g61170 MAF19.17
Q9LV32	reviewed		NRPD2b RPD2b At3g18090 MRC8.7
Q9LUG5	reviewed		At3g23620 MDB19.11
O81098	reviewed		NRPB5A NRPD5A RPABC24.3 At3g22320 MCB17.4 MCB17_5
Q94C77	reviewed		At4g34220 F10M10.12 F28A23_20
Q9LFV6	reviewed		RPOT2 At5g15700 F14F8_80
Q9FFS8	reviewed		RPS10B At5g41520 MBK23.4
Q9SX22	reviewed		At1g68590 F24J5.17
Q9SD40	reviewed		SRS1 STY1 At3g51060 F24M12.100
O65517	reviewed		SRS2 STY2 At4g36260 F23E13.150
Q9FXH7	reviewed		SRS7 At1g19790 F6F9.16
Q9LF30	reviewed		RPS19B At5g15520 T20K14_130
