Entry	Entry name	Status	Protein names	Gene names
Q9M7Q4	AI5L5_ARATH	reviewed	ABSCISIC ACID-INSENSITIVE 5-like protein 5 (ABA-responsive element-binding protein 1) (Abscisic acid responsive elements-binding factor 2) (ABRE-binding factor 2) (bZIP transcription factor 36) (AtbZIP36)	ABF2 AREB1 BZIP36 At1g45249 T2P3
Q9C641	EFGM1_ARATH	reviewed	Elongation factor G-1, mitochondrial (EF-Gmt) (mEF-G 1-1) (Elongation factor G1-1)	MEFG1 At1g45332 F2G19.2
Q9C639	LHCA5_ARATH	reviewed	Photosystem I chlorophyll a/b-binding protein 5, chloroplastic (Lhca5) (LHCI type III LHCA5)	LHCA5 At1g45474 F2G19.4
Q9FEA0	Q9FEA0_ARATH	unreviewed	F2G19.2 (F2G19.22/F2G19.22) (Putative S-ribonuclease binding protein SBP1) (S-ribonuclease binding like protein) (S-ribonuclease binding protein 1) (S-ribonuclease binding protein SBP1, putative)	SBP1 At1g45976 F2G19.22 F2G19_22
Q9C633	AGL97_ARATH	reviewed	Agamous-like MADS-box protein AGL97	AGL97 At1g46408 F2G19.10
Q6X7J9	WOX4_ARATH	reviewed	WUSCHEL-related homeobox 4	WOX4 At1g46480 F2G19.11
Q8LC30	RAP21_ARATH	reviewed	Ethylene-responsive transcription factor RAP2-1 (Protein RELATED TO APETALA2 1)	RAP2-1 ERF006 At1g46768 F2G19.32
Q9C629	FB35_ARATH	reviewed	Putative F-box protein At1g46840	At1g46840 F2G19.29
P43297	RD21A_ARATH	reviewed	Cysteine proteinase RD21A (EC 3.4.22.-) (Protein RESPONSIVE TO DEHYDRATION 21) (RD21)	RD21A At1g47128 F2G19.31
Q9C500	WPP2_ARATH	reviewed	WPP domain-containing protein 2 (MFP1 attachment factor 2)	WPP2 MAF2 At1g47200 F2G19.18 F8G22.9
F4HT55	F4HT55_ARATH	unreviewed	Cyclin-dependent protein kinase 32	CYCA3;2 At1g47210 F8G22.8 F8G22_8
Q9C6A9	CCA32_ARATH	reviewed	Cyclin-A3-2 (G2/mitotic-specific cyclin-A3-2) (CycA3;2)	CYCA3-2 At1g47210 F2G19.30 F8G22.8
A0MEB5	CCA33_ARATH	reviewed	Cyclin-A3-3 (G2/mitotic-specific cyclin-A3-3) (CycA3;3)	CYCA3-3 At1g47220 F8G22.6
Q3ECW2	CCA34_ARATH	reviewed	Cyclin-A3-4 (G2/mitotic-specific cyclin-A3-4) (CycA3;4)	CYCA3-4 At1g47230 F8G22.5
Q9C6B2	NRAM2_ARATH	reviewed	Metal transporter Nramp2 (AtNramp2)	NRAMP2 At1g47240 F8G22.4
O23712	PSA1B_ARATH	reviewed	Proteasome subunit alpha type-1-B (EC 3.4.25.1) (20S proteasome alpha subunit F-2) (Proteasome component 2B) (Proteasome subunit alpha type-6)	PAF2 PRC2B PRS1 At1g47250 F8G22.3
Q9C6B3	GCA2_ARATH	reviewed	Gamma carbonic anhydrase 2, mitochondrial (AtCA2) (GAMMA CA2) (EC 4.2.1.-) (Transcription factor APFI)	GAMMACA2 APFI At1g47260 F8G22.2
F4HT64	F4HT64_ARATH	unreviewed	Tubby like protein 6	TLP6 AtTLP6 tubby like protein 6 At1g47270 F8G22.1 F8G22_1
Q0WPY0	TLP6_ARATH	reviewed	Tubby-like F-box protein 6 (AtTLP6)	TULP6 At1g47270 F8G22.1
Q9FX01	HSDD1_ARATH	reviewed	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1 (At3BETAHSD/D1) (EC 1.1.1.170) (4alpha-carboxysterol-C3-dehydrogenase/C4-decarboxylase isoform 1-1) (Reticulon-like protein B24) (AtRTNLB24) (Sterol-4-alpha-carboxylate 3-dehydrogenase 1, decarboxylating)	3BETAHSD/D1 RTNLB24 At1g47290 T3F24.9
Q8RY60	Y1733_ARATH	reviewed	DUF21 domain-containing protein At1g47330 (CBS domain-containing protein CBSDUF7)	CBSDUF7 At1g47330 T3F24.6
Q0V7S0	FB39_ARATH	reviewed	F-box protein At1g47340	At1g47340 T3F24.5
Q9FX08	P2C12_ARATH	reviewed	Probable protein phosphatase 2C 12 (AtPP2C12) (EC 3.1.3.16)	At1g47380 T3F24.2
Q9SX77	SDH5_ARATH	reviewed	Succinate dehydrogenase subunit 5, mitochondrial	SDH5 At1g47420 F16N3.26
Q9SX79	RB47C_ARATH	reviewed	Polyadenylate-binding protein RBP47C (Poly(A)-binding protein RBP47C) (RNA-binding protein 47C) (AtRBP47C)	RBP47C At1g47490 F16N3.24
F4HT96	F4HT96_ARATH	unreviewed	Inositol polyphosphate 5-phosphatase 11	5PTASE11 AT5PTASE11 At1g47510 F16N3.22 F16N3_22
Q5EAF2	IP5PB_ARATH	reviewed	Type IV inositol polyphosphate 5-phosphatase 11 (At5PTase11) (EC 3.1.3.36) (EC 3.1.3.86)	IP5P11 At1g47510 F16N3.22
Q9SX83	DTX33_ARATH	reviewed	Protein DETOXIFICATION 33 (AtDTX33) (Multidrug and toxic compound extrusion protein 33) (MATE protein 33)	DTX33 At1g47530 F16N3.20
F4HTA0	F4HTA0_ARATH	unreviewed	Scorpion toxin-like knottin superfamily protein	At1g47540 F16N3.19 F16N3_19
Q42330	DF192_ARATH	reviewed	Defensin-like protein 192 (Trypsin inhibitor ATTI-7)	ATTI7 At1g47540 F16N3.19
F4HTA1	F4HTA1_ARATH	unreviewed	Exocyst complex component sec3A	SEC3A At1g47550 F16N3.18 F16N3_18
Q9SX85	SEC3A_ARATH	reviewed	Exocyst complex component SEC3A (AtSec3a)	SEC3A At1g47550 F16N3.18
Q9SX86	SEC3B_ARATH	reviewed	Exocyst complex component SEC3B (AtSec3b)	SEC3B At1g47560 F16N3.17
P0C7R1	PPR74_ARATH	reviewed	Pentatricopeptide repeat-containing protein DWY1, chloroplastic (DYW-domain protein 1)	DYW1 PCMP-H50 At1g47580 F16N3.14
F4HV16	F4HV16_ARATH	unreviewed	Beta glucosidase 34	BGLU34 beta glucosidase 34 TGG4 THIOGLUCOSIDE GLUCOHYDROLASE 4 At1g47600 F16N3.11 F16N3_11
Q8GRX1	BGL34_ARATH	reviewed	Myrosinase 4 (EC 3.2.1.147) (Beta-glucosidase 34) (AtBGLU34) (EC 3.2.1.21) (Sinigrinase 4) (Thioglucosidase 4)	TGG4 BGLU34 At1g47600 F16N3.11
Q9SX96	Q9SX96_ARATH	unreviewed	At1g47640/F16N3_6 (F16N3.6 protein) (Seven transmembrane domain protein)	At1g47640 F16N3.6 F16N3_6
Q9SX97	DOF16_ARATH	reviewed	Dof zinc finger protein DOF1.6 (AtDOF1.6)	DOF1.6 At1g47655 F16N3.5
Q9SX98	LHTL8_ARATH	reviewed	Lysine histidine transporter-like 8 (Amino acid transporter-like protein 1)	AATL1 At1g47670 F16N3.4
Q9S7T8	SPZX_ARATH	reviewed	Serpin-ZX (ArathZx) (AtSerpin1) (Serpin-1)	At1g47710 F16N3.3 T2E6.22
Q9SXA0	FB42_ARATH	reviewed	Putative F-box protein At1g47730	At1g47730 F16N3.1 T2E6.20
Q8RXP3	Q8RXP3_ARATH	unreviewed	PPPDE putative thiol peptidase family protein	At1g47740 T2E6.19 T2E6_19
Q9FZF1	PX11A_ARATH	reviewed	Peroxisomal membrane protein 11A (Peroxin-11A) (AtPEX11a)	PEX11A PEX11-3 At1g47750 T2E6.18
Q9FZF2	Q9FZF2_ARATH	unreviewed	AGAMOUS-like 102 (MADS-box protein AGL102) (T2E6.17)	AGL102 AGAMOUS-like 102 At1g47760 T2E6.17 T2E6_17
Q9FZG2	Q9FZG2_ARATH	unreviewed	T2E6.7	At1g47820 T2E6.7 T2E6_7
Q84WL9	AP2S_ARATH	reviewed	AP-2 complex subunit sigma (Adaptor AP-2 17 kDa protein) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Sigma2-adaptin)	AP17 At1g47830 T2E6.6
F4HV47	F4HV47_ARATH	unreviewed	Winged-helix DNA-binding transcription factor family protein	ATE2F2 ATE2FC E2FC E2FC TRANSCRIPTION FACTOR TRANSCRIPTION FACTOR-2 E2F2 At1g47870 T2E6.2 T2E6_2
Q9FV70	E2FC_ARATH	reviewed	Transcription factor E2FC (E2F transcription factor-2) (AtE2F2)	E2FC E2F2 At1g47870 T2E6.2
Q94CJ3	Q94CJ3_ARATH	unreviewed	MYB transcription factor (Myb domain protein 112) (Putative transcription factor MYB112)	MYB112 AtMYB112 myb domain protein 112 TRANSCRIPTION FACTOR MYB112 At1g48000 T2J15.9 T2J15_9
Q9LNF2	PMEI1_ARATH	reviewed	Pectinesterase inhibitor 1 (Pectin methylesterase inhibitor 1) (AtPMEI1)	PMEI1 At1g48020 F21D18.29 F21D18_23 T2J15.7
Q9M5K3	DLDH1_ARATH	reviewed	Dihydrolipoyl dehydrogenase 1, mitochondrial (AtmLPD1) (mtLPD1) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 1) (Glycine cleavage system L protein 1) (Pyruvate dehydrogenase complex E3 subunit 1) (E3-1) (PDC-E3 1)	LPD1 At1g48030 F21D18.28 T2J15.6
Q9LNF4	P2C13_ARATH	reviewed	Probable protein phosphatase 2C 13 (AtPP2C13) (EC 3.1.3.16)	At1g48040 F21D18.27 T2J15.5
Q9FQ09	KU80_ARATH	reviewed	ATP-dependent DNA helicase 2 subunit KU80 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit)	KU80 At1g48050 F21D18.26 T2J15.4
F4HWS5	F4HWS5_ARATH	unreviewed	Evolutionarily conserved C-terminal region 7	ECT7 At1g48110 F21D18.17 F21D18_17
F4HWT0	F4HWT0_ARATH	unreviewed	Dolichol-phosphate mannosyltransferase subunit 3	DPMS3 At1g48140 F21D18.14 F21D18_14
Q8LEQ4	DPM3_ARATH	reviewed	Dolichol-phosphate mannose synthase subunit 3 (DPM synthase subunit 3) (Dol-P-Man synthase1) (Dolichol phosphate-mannose biosynthesis regulatory protein)	DPMS3 At1g48140 F21D18.14
Q9LNG8	Q9LNG8_ARATH	unreviewed	F21D18.12 (MADS-box transcription factor family protein)	At1g48150 F21D18.12 F21D18_12
Q6IDB6	TAD2_ARATH	reviewed	tRNA-specific adenosine deaminase TAD2 (AtTAD2) (EC 3.5.4.33) (Protein EMBRYO DEFECTIVE 2191) (tRNA-specific adenosine-34 deaminase TAD2)	TAD2 EMB2191 At1g48175 F21D18.9
Q3ECU8	C3H13_ARATH	reviewed	Zinc finger CCCH domain-containing protein 13 (AtC3H13)	At1g48195 F21D18
F4HWU0	F4HWU0_ARATH	unreviewed	Protein kinase superfamily protein	At1g48210 F21D18.32
Q9LNH6	NPS12_ARATH	reviewed	Novel plant SNARE 12 (AtNPSN12)	NPSN12 At1g48240 F11A17.20 F21D18.4
Q94C40	CIPKH_ARATH	reviewed	CBL-interacting serine/threonine-protein kinase 17 (EC 2.7.11.1) (SNF1-related kinase 3.21) (SOS2-like protein kinase PKS20)	CIPK17 PKS20 SnRK3.21 At1g48260 F11A17.18 F21D18.2
O04714	GCR1_ARATH	reviewed	G-protein coupled receptor 1	GCR1 At1g48270 F11A17.17
Q9SX62	Q9SX62_ARATH	unreviewed	F11A17.16 (Hydroxyproline-rich glycoprotein family protein)	At1g48280 F11A17.16 F11A17_16
Q9SX65	DNAT1_ARATH	reviewed	1,4-dihydroxy-2-naphthoyl-CoA thioesterase 1 (AtDHNAT1) (DHNA-CoA thioesterase 1) (EC 3.1.2.-)	DHNAT1 At1g48320 F11A17.13
Q84WL4	Q84WL4_ARATH	unreviewed	At1g48325 (Expressed protein)	At1g48325
Q5XVJ4	FAN1_ARATH	reviewed	Fanconi-associated nuclease 1 homolog (AtFAN1) (EC 3.1.4.1)	FAN1 At1g48360 F11A17.9
Q6R3K4	YSL8_ARATH	reviewed	Probable metal-nicotianamine transporter YSL8 (Protein YELLOW STRIPE LIKE 8) (AtYSL8)	YSL8 At1g48370 F11A17.8 F11A17_27
F4HYE7	F4HYE7_ARATH	unreviewed	RNI-like superfamily protein	At1g48390 F11A17.6 F11A17_6
O04379	AGO1_ARATH	reviewed	Protein argonaute 1	AGO1 At1g48410 F11A17.3 T1N15.2
F4HYF3	DCYD1_ARATH	reviewed	Bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial (EC 3.5.99.7) (EC 4.4.1.15) (1-aminocyclopropane-1-carboxylic acid deaminase 1) (AtACD1) (AtD-CDes1) (D-CDes1) (D-CDES)	DCD ACD1 At1g48420 F11A17.2 T1N15.3
F4HYF6	F4HYF6_ARATH	unreviewed	Alanine-tRNA ligase, putative (DUF760)	At1g48450 T1N15.6 T1N15_6
F4HYF8	F4HYF8_ARATH	unreviewed	Alanine-tRNA ligase, putative (DUF760)	At1g48450 T1N15.6 T1N15_6
Q9LP80	Q9LP80_ARATH	unreviewed	Alanine-tRNA ligase, putative (DUF760) (At1g48450/T1N15_5) (T1N15.6)	At1g48450 T1N15.6 T1N15_6
Q8GXW5	GLN15_ARATH	reviewed	Glutamine synthetase cytosolic isozyme 1-5 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;5) (GLN1;5)	GLN1-5 At1g48470 T1N15.8 T1N15_7
Q9LP77	Y1848_ARATH	reviewed	Probable inactive receptor kinase At1g48480	RKL1 At1g48480 T1N15.9
B3H4G3	B3H4G3_ARATH	unreviewed	Jasmonate-zim-domain protein 4	JAZ4 AtJAZ4 jasmonate-zim-domain protein 4 TIFY DOMAIN PROTEIN 6A TIFY6A At1g48500 T1N15.11 T1N15_11
B3H630	B3H630_ARATH	unreviewed	Jasmonate-zim-domain protein 4	JAZ4 AtJAZ4 jasmonate-zim-domain protein 4 TIFY DOMAIN PROTEIN 6A TIFY6A At1g48500 T1N15.11 T1N15_11
Q58G47	TIF6A_ARATH	reviewed	Protein TIFY 6A (Jasmonate ZIM domain-containing protein 4)	TIFY6A JAZ4 At1g48500 T1N15.11
F4HYG9	F4HYG9_ARATH	unreviewed	SURF1-like protein	At1g48510 T1N15.12 T1N15_12
Q9LP74	SURFL_ARATH	reviewed	Surfeit locus protein 1-like (Surfeit 1-like) (Cytochrome c oxidase assembly protein SURF1-like)	At1g48510 T1N15.12
F4HYH1	F4HYH1_ARATH	unreviewed	Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	GATB GLU-ADT subunit B At1g48520
Q9FV81	GATB_ARATH	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	GATB At1g48520 T1N15.14
F4HYH8	F4HYH8_ARATH	unreviewed	Uncharacterized protein	At1g48560 T1N15.18 T1N15_18
Q9LP68	Q9LP68_ARATH	unreviewed	At1g48560 (T1N15.18)	At1g48560 T1N15.18 T1N15_18
Q944H0	PEAM2_ARATH	reviewed	Phosphomethylethanolamine N-methyltransferase (AtPMEAMT) (EC 2.1.1.-) (Phosphoethanolamine N-methyltransferase 2)	NMT2 PMEAMT At1g48600 T1N15.22/T1N15.23 T1N15_20
P94063	HAL3B_ARATH	reviewed	Probable phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) (AtCoaC2) (Halotolerance protein Hal3b) (AtHal3b)	HAL3B COAC2 At1g48605 T1N15.24 T1N15.28 T1N15_21
Q9C4Z6	GPLPB_ARATH	reviewed	Receptor for activated C kinase 1B (Guanine nucleotide-binding protein subunit beta-like protein B)	RACK1B At1g48630 F11I4.18 F9P7.2
Q9C744	AP3D_ARATH	reviewed	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin) (At-d-Ad) (At-delta-Ad) (Protein-affected trafficking 4)	DELTA-ADR PAT4 At1g48760 F11I4.7
Q8VYB5	AMSH1_ARATH	reviewed	AMSH-like ubiquitin thioesterase 1 (EC 3.4.19.-) (Deubiquitinating enzyme AMSH1)	AMSH1 At1g48790 F11I4.4
Q9C514	RS71_ARATH	reviewed	40S ribosomal protein S7-1	RPS7A At1g48830 F11I4.1 T24P22.5
Q9FVP7	Q9FVP7_ARATH	unreviewed	Transducin/WD40 repeat-like superfamily protein (WD-40 repeat family protein)	F27K7.10 At1g48870 T24P22.7
A8MSA9	A8MSA9_ARATH	unreviewed	Signal recognition particle 54 kDa protein	At1g48900 F27K7.8 F27K7_8
P49967	SR543_ARATH	reviewed	Signal recognition particle 54 kDa protein 3 (SRP54)	SRP-54C At1g48900 F27K7.8
Q9FVQ1	NUCL1_ARATH	reviewed	Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1)	NUCL1 PARL1 At1g48920 F27K7.6
Q9M9A1	Q9M9A1_ARATH	unreviewed	F27J15.22 (Oleosin family protein) (Putative oleosin) (Putative oleosin protein)	At1g48990 At1g48990/F27J15_22 F27J15.22 F27J15_22
Q9M9A3	Q9M9A3_ARATH	unreviewed	At1g49010 (Duplicated homeodomain-like superfamily protein) (F27J15.20) (MYB transcription factor)	At1g49010 F27J15.20
Q9M9A5	PCR6_ARATH	reviewed	Protein PLANT CADMIUM RESISTANCE 6 (AtPCR6)	PCR6 At1g49030 F27J15.18
F4I061	F4I061_ARATH	unreviewed	Stomatal cytokinesis defective / SCD1 protein (SCD1)	SCD1 At1g49040 F27J15.17 F27J15_17
F4I062	F4I062_ARATH	unreviewed	Stomatal cytokinesis defective / SCD1 protein (SCD1)	SCD1 At1g49040 F27J15.17 F27J15_17
Q8RXA7	SCD1_ARATH	reviewed	DENN domain and WD repeat-containing protein SCD1 (Protein STOMATAL CYTOKINESIS DEFECTIVE 1)	SCD1 At1g49040 F27J15.16/F27J15.17
F4I065	F4I065_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein	At1g49100 F27J15.13 F27J15_13
Q9M9B2	EF117_ARATH	reviewed	Ethylene-responsive transcription factor ERF117	ERF117 At1g49120 F27J15.11
F4I1N0	F4I1N0_ARATH	unreviewed	B-box type zinc finger protein with CCT domain-containing protein	BBX17 B-box domain protein 17 At1g49130 F27J15.10 F27J15_10
Q9M9B3	COL8_ARATH	reviewed	Zinc finger protein CONSTANS-LIKE 8	COL8 At1g49130 F27J15.10
Q9M9B4	NDBAA_ARATH	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A	At1g49140 F27J15.9
F4I1N7	F4I1N7_ARATH	unreviewed	Protein kinase family protein	At1g49180 F27J15.5 F27J15_5
F4I1N8	ATG1T_ARATH	reviewed	Serine/threonine-protein kinase ATG1t (EC 2.7.11.-) (Autophagy-related protein 1t)	At1g49180 F27J15.5
Q94BY6	ATL75_ARATH	reviewed	RING-H2 finger protein ATL75 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL75)	ATL75 At1g49200 F27J15.33
Q6NQG7	ATL78_ARATH	reviewed	RING-H2 finger protein ATL78 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL78)	ATL78 At1g49230 F27J15.2
Q96293	ACT8_ARATH	reviewed	Actin-8	ACT8 At1g49240 F27J15.1
Q9XI98	RAG3E_ARATH	reviewed	Ras-related protein RABG3e (AtRABG3e) (Ras-related protein Rab74) (AtRab74)	RABG3E RAB74 At1g49300 F13F21.26
Q9XIA7	TOM6_ARATH	reviewed	Mitochondrial import receptor subunit TOM6 homolog (Translocase of outer membrane 6 kDa subunit homolog)	TOM6 At1g49410 F13F21.16
P82731	DF124_ARATH	reviewed	Defensin-like protein 124 (Low-molecular-weight cysteine-rich protein 16) (Protein LCR16)	LCR16 At1g49435 F13F21
Q9XIB3	Q9XIB3_ARATH	unreviewed	At1g49470 (F13F21.10 protein) (Transmembrane epididymal protein (DUF716))	At1g49470 F13F21.10 F13F21_10
Q9XIB4	Y1475_ARATH	reviewed	B3 domain-containing protein At1g49475	At1g49475 F13F21.9
Q9XIB5	REM19_ARATH	reviewed	B3 domain-containing protein REM19 (Protein RELATED TO VERNALIZATION 1) (Protein REPRODUCTIVE MERISTEM 19)	REM19 RTV1 At1g49480 F13F21.8
Q9XIB8	Q9XIB8_ARATH	unreviewed	At1g49510 (Embryo defective 1273) (F13F21.5 protein)	emb1273 embryo defective 1273 At1g49510 F13F21.5 F13F21_5
Q501B9	Q501B9_ARATH	unreviewed	At1g49520 (SWIB complex BAF60b domain-containing protein)	At1g49520 F13F21.4 F13F21_4
Q9FX84	HHO6_ARATH	reviewed	Transcription factor HHO6 (MYB-domain transcription factor HHO6) (Protein HRS1 HOMOLOG 6)	HHO6 At1g49560 F14J22.20
Q9FX86	CAMK8_ARATH	reviewed	CDPK-related kinase 8 (AtCRK8) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase CRK8)	CRK8 At1g49580 F14J22.18
F4I3B1	F4I3B1_ARATH	unreviewed	C2H2 and C2HC zinc fingers superfamily protein	ZOP1 At1g49590 F14J22.17 F14J22_17
F4I3B2	F4I3B2_ARATH	unreviewed	C2H2 and C2HC zinc fingers superfamily protein	ZOP1 At1g49590 F14J22.17 F14J22_17
Q7XA66	ZOP1_ARATH	reviewed	Zinc finger protein ZOP1 (Zinc-finger and OCRE domain-containing protein 1)	ZOP1 At1g49590 F14J22.17
F4I3B3	RB47A_ARATH	reviewed	Polyadenylate-binding protein RBP47A (Poly(A)-binding protein RBP47A) (RNA-binding protein 47A) (AtRBP47A)	RBP47A At1g49600 F14J22.16
Q94CL9	KRP7_ARATH	reviewed	Cyclin-dependent kinase inhibitor 7 (Inhibitor/interactor of CDK protein 5) (KIP-related protein 7)	KRP7 ICK5 At1g49620 F14J22.14
Q8VY06	PREP2_ARATH	reviewed	Presequence protease 2, chloroplastic/mitochondrial (AtPreP2) (PreP 2) (EC 3.4.24.-) (Zinc metalloprotease 2) (AtZnMP2)	PREP2 ZNMP2 At1g49630 F14J22.13
F4I3C3	F4I3C3_ARATH	unreviewed	ARP protein (REF)	NQR At1g49670 F14J22.10 F14J22_10
Q9FX95	Q9FX95_ARATH	unreviewed	ARP protein (ARP protein (REF)) (At1g49670)	NQR At1g49670 At1g49670/F14J22.10 F14J22.10 F14J22_10
F4I3C5	F4I3C5_ARATH	unreviewed	Uncharacterized protein	At1g49700 F14J22.9 F14J22_9
F4I3C6	F4I3C6_ARATH	unreviewed	Uncharacterized protein	At1g49700 F14J22.9 F14J22_9
Q9FX97	FUT12_ARATH	reviewed	Putative fucosyltransferase-like protein (FucT2) (FucTB) (Fucosyltransferase 12) (AtFUT12)	FUT12 At1g49710 F14J22.8 F14J22_18
F4I3C9	F4I3C9_ARATH	unreviewed	Abscisic acid responsive element-binding factor 1	ABF1 AtABF1 At1g49720 F14J22.7 F14J22_7
Q9M7Q5	AI5L4_ARATH	reviewed	ABSCISIC ACID-INSENSITIVE 5-like protein 4 (Abscisic acid responsive elements-binding factor 1) (ABRE-binding factor 1) (bZIP transcription factor 35) (AtbZIP35)	ABF1 BZIP35 At1g49720 F14J22.7
F4I3D1	F4I3D1_ARATH	unreviewed	Protein kinase superfamily protein	At1g49730 F14J22.6 F14J22_6
Q9FX99	Y1497_ARATH	reviewed	Probable receptor-like protein kinase At1g49730 (EC 2.7.11.1)	At1g49730 F14J22.6
Q9FXA2	PABP8_ARATH	reviewed	Polyadenylate-binding protein 8 (PABP-8) (Poly(A)-binding protein 8)	PAB8 At1g49760 F14J22.3
Q9FXA3	BH095_ARATH	reviewed	Transcription factor bHLH95 (Basic helix-loop-helix protein 95) (AtbHLH95) (bHLH 95) (Protein RETARDED GROWTH OF EMBRYO 1) (Protein ZHOUPI) (Transcription factor EN 21) (bHLH transcription factor bHLH095)	BHLH95 EN21 RGE1 ZOU At1g49770 F14J22.2
Q9C6D2	MTK_ARATH	reviewed	Methylthioribose kinase (AtMTK) (MTR kinase) (EC 2.7.1.100)	MTK At1g49820 F10F5.1
F4I3E6	F4I3E6_ARATH	unreviewed	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein	At1g49830 F10F5.7 F10F5_7
Q9C6D0	Q9C6D0_ARATH	unreviewed	Glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620)	At1g49840 F10F5.2 F10F5_2
Q852U6	RHY1A_ARATH	reviewed	Probable E3 ubiquitin-protein ligase RHY1A (EC 2.3.2.27) (RING-H2 finger Y1a) (RING-H2 zinc finger protein RHY1a) (RING-type E3 ubiquitin transferase RHY1A)	RHY1A At1g49850 F10F5.8
Q9C6C8	GSTFE_ARATH	reviewed	Glutathione S-transferase F14 (AtGSTF14) (EC 2.5.1.18) (GST class-phi member 14)	GSTF14 At1g49860 F10F5.9
B3H5B7	B3H5B7_ARATH	unreviewed	Myosin-2 heavy chain-like protein	At1g49870 F10F5.13 F10F5_13
Q9C6C7	Q9C6C7_ARATH	unreviewed	Myosin-2 heavy chain-like protein	At1g49870 F10F5.13 F10F5_13
Q8VWK4	TRB1_ARATH	reviewed	Telomere repeat-binding factor 1 (AtTRB1) (MYB transcription factor)	TRB1 At1g49950 F2J10.16
Q9XJ35	CLPR1_ARATH	reviewed	ATP-dependent Clp protease proteolytic subunit-related protein 1, chloroplastic (ClpR1) (Protein SUPPRESSOR OF VARIEGATION 2) (nClpP5)	CLPR1 NCLPP5 SVR2 At1g49970 F2J10.14
Q6JDV7	POLK_ARATH	reviewed	DNA polymerase kappa (AtPOLK) (EC 2.7.7.7)	POLK At1g49980 F2J10.13
B9DGT7	TBA2_ARATH	reviewed	Tubulin alpha-2 chain	TUBA2 TUA2 At1g50010 F2J10.11
F4I4X6	F4I4X6_ARATH	unreviewed	Serine/threonine-protein kinase TOR (EC 2.7.11.1)	TOR target of rapamycin At1g50030 F2J10.19 F2J10_19
Q9FR53	TOR_ARATH	reviewed	Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)	TOR At1g50030 F2J10.19
Q9LPM8	BCAT7_ARATH	reviewed	Putative branched-chain-amino-acid aminotransferase 7 (Atbcat-7)	BCAT7 At1g50090 F2J10.5
F4I4Y5	F4I4Y5_ARATH	unreviewed	p-loop containing nucleoside triphosphate hydrolases superfamily protein	At1g50140 F2J10.1 F2J10_1
F4I4Y6	F4I4Y6_ARATH	unreviewed	p-loop containing nucleoside triphosphate hydrolases superfamily protein	At1g50140 F2J10.1 F2J10_1
Q84JH7	SIRB_ARATH	reviewed	Sirohydrochlorin ferrochelatase, chloroplastic (AtSirB) (EC 4.99.1.4)	SIRB At1g50170 F14I3.20
Q9SX38	DRL4_ARATH	reviewed	Putative disease resistance protein At1g50180	At1g50180 F14I3.19
F4I4Z2	F4I4Z2_ARATH	unreviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	ALATS ACD Alanyl-tRNA synthetase ALARS At1g50200 F14I3.17 F14I3_17
P36428	SYA_ARATH	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	ALATS ALARS At1g50200 F14I3.17
Q2QAV0	TIO_ARATH	reviewed	Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO)	TIO FU At1g50240 F14I3.15
Q39102	FTSH1_ARATH	reviewed	ATP-dependent zinc metalloprotease FTSH 1, chloroplastic (AtFTSH1) (EC 3.4.24.-)	FTSH1 AAA FTSH At1g50250 F14I3.14
Q8RXR6	Y1028_ARATH	reviewed	BTB/POZ domain-containing protein At1g50280	At1g50280 F14I3.11
Q944R3	Q944R3_ARATH	unreviewed	At1g50290/F14I3_12	At1g50290 F14I3.24 F14I3_24
